YNL100W	AIM37
YNR018W	AIM38
YOL053W	AIM39
YBR194W	AIM4
YOR215C	AIM41
YOR286W	AIM42
YPL099C	AIM43
YPL158C	AIM44
YPR004C	AIM45
YHR199C	AIM46
YBR262C	AIM5
YDR063W	AIM7
YDR493W	AIM8
YER080W	AIM9
YMR092C	AIP1
YIL079C	AIR1
YDL175C	AIR2
YBR059C	AKL1
YDR264C	AKR1
YOR034C	AKR2
YOR335C	ALA1
YJL122W	ALB1
YMR170C	ALD2
YMR169C	ALD3
YOR374W	ALD4
YER073W	ALD5
YPL061W	ALD6
YOR175C	ALE1
YNL148C	ALF1
YBR110W	ALG1
YNL048W	ALG11
YNR030W	ALG12
YGL047W	ALG13
YBR070C	ALG14
YGL065C	ALG2
YBL082C	ALG3
YPL227C	ALG5
YOR002W	ALG6
YBR243C	ALG7
YOR067C	ALG8
YNL219C	ALG9
YGL021W	ALK1
YBL009W	ALK2
YML086C	ALO1
YNL270C	ALP1
YOL130W	ALR1
YFL050C	ALR2
YLR089C	ALT1
YDR111C	ALT2
YKR021W	ALY1
YJL084C	ALY2
YGR225W	AMA1
YML035C	AMD1
YDR242W	AMD2
YBR211C	AME1
YGR001C	AML1
YBR158W	AMN1
YGL156W	AMS1
YJR047C	ANB1
YEL036C	ANP1
YHR126C	ANS1
YPR128C	ANT1
YPR180W	AOS1
YCL050C	APA1
YDR530C	APA2
YNL172W	APC1
YDL008W	APC11
YLR127C	APC2
YDR118W	APC4
YOR249C	APC5
YLR102C	APC9
YBR151W	APD1
YKL157W	APE2
YBR286W	APE3
YDR525W	API2
YNL077W	APJ1
YJR005W	APL1
YKL135C	APL2
YBL037W	APL3
YPR029C	APL4
YPL195W	APL5
YGR261C	APL6
YPL259C	APM1
YHL019C	APM2
YBR288C	APM3
YOL062C	APM4
YKL114C	APN1
YBL019W	APN2
YNL094W	APP1
YIL040W	APQ12
YJL075C	APQ13
YLR170C	APS1
YJR058C	APS2
YJL024C	APS3
YML022W	APT1
YDR441C	APT2
YNL065W	AQR1
YPR192W	AQY1
YLL052C	AQY2
YBR149W	ARA1
YMR041C	ARA2
YER036C	ARB1
YGL105W	ARC1
YIL062C	ARC15
YLR370C	ARC18
YKL013C	ARC19
YNR035C	ARC35
YBR234C	ARC40
YHR013C	ARD1
YCR048W	ARE1
YNR019W	ARE2
YDL192W	ARF1
YDL137W	ARF2
YOR094W	ARF3
YOL058W	ARG1
YJL071W	ARG2
YJL088W	ARG3
YHR018C	ARG4
YER069W	ARG5,6
YOL140W	ARG8
YMR042W	ARG80
YML099C	ARG81
YDR173C	ARG82
YDR376W	ARH1
YNL020C	ARK1
YBR164C	ARL1
YPL051W	ARL3
YHL040C	ARN1
YHL047C	ARN2
YDR127W	ARO1
YDR380W	ARO10
YGL148W	ARO2
YDR035W	ARO3
YBR249C	ARO4
YPR060C	ARO7
YGL202W	ARO8
YDR421W	ARO80
YHR137W	ARO9
YHR129C	ARP1
YDR106W	ARP10
YDL029W	ARP2
YJR065C	ARP3
YJL081C	ARP4
YNL059C	ARP5
YLR085C	ARP6
YPR034W	ARP7
YOR141C	ARP8
YMR033W	ARP9
YPR199C	ARR1
YPR200C	ARR2
YPR201W	ARR3
YLR242C	ARV1
YDR101C	ARX1
YMR116C	ASC1
YOR058C	ASE1
YJL115W	ASF1
YDL197C	ASF2
YIL130W	ASG1
YJL170C	ASG7
YKL185W	ASH1
YMR119W	ASI1
YNL159C	ASI2
YNL008C	ASI3
YKL052C	ASK1
YGR097W	ASK10
YDL088C	ASM4
YPR145W	ASN1
YGR124W	ASN2
YDR321W	ASP1
YLR155C	ASP3-1
YLR157C	ASP3-2
YLR158C	ASP3-3
YLR160C	ASP3-4
YPR093C	ASR1
YBL069W	AST1
YER101C	AST2
YDR184C	ATC1
YGL017W	ATE1
YOR377W	ATF1
YGR177C	ATF2
YGL180W	ATG1
YLL042C	ATG10
YPR049C	ATG11
YBR217W	ATG12
YPR185W	ATG13
YBR128C	ATG14
YCR068W	ATG15
YMR159C	ATG16
YLR423C	ATG17
YFR021W	ATG18
YOL082W	ATG19
YNL242W	ATG2
YDL113C	ATG20
YPL100W	ATG21
YCL038C	ATG22
YLR431C	ATG23
YLR189C	ATG26
YJL178C	ATG27
YPL166W	ATG29
YNR007C	ATG3
YNL223W	ATG4
YPL149W	ATG5
YHR171W	ATG7
YBL078C	ATG8
YDL149W	ATG9
YPR026W	ATH1
YMR301C	ATM1
YNR002C	ATO2
YDR384C	ATO3
YBL099W	ATP1
YLR393W	ATP10
YNL315C	ATP11
YJL180C	ATP12
YLR295C	ATP14
YPL271W	ATP15
YDL004W	ATP16
YDR377W	ATP17
YML081C-A	ATP18
YOL077W-A	ATP19
YJR121W	ATP2
YPR020W	ATP20
YDR350C	ATP22
YNR020C	ATP23
YMR098C	ATP25
YBR039W	ATP3
YPL078C	ATP4
YDR298C	ATP5
Q0085	ATP6
YKL016C	ATP7
Q0080	ATP8
YML116W	ATR1
YAL020C	ATS1
YNL259C	ATX1
YOR079C	ATX2
YFL010W-A	AUA1
YKL004W	AUR1
YOR011W	AUS1
YLR114C	AVL9
YOL078W	AVO1
YMR068W	AVO2
YJR001W	AVT1
YEL064C	AVT2
YKL146W	AVT3
YNL101W	AVT4
YBL089W	AVT5
YER119C	AVT6
YIL088C	AVT7
YPR122W	AXL1
YIL140W	AXL2
YIL124W	AYR1
YLL063C	AYT1
YOR113W	AZF1
YGR224W	AZR1
YOR134W	BAG7
YBR068C	BAP2
YDR046C	BAP3
YIL015W	BAR1
YKR099W	BAS1
YHR208W	BAT1
YJR148W	BAT2
YJL020C	BBC1
YPL255W	BBP1
YHR040W	BCD1
YMR237W	BCH1
YKR027W	BCH2
YJL095W	BCK1
YER167W	BCK2
YDR361C	BCP1
YDR375C	BCS1
YIL033C	BCY1
YLR399C	BDF1
YDL070W	BDF2
YAL060W	BDH1
YAL061W	BDH2
YNL039W	BDP1
YOL164W	BDS1
YBR200W	BEM1
YER155C	BEM2
YPL115C	BEM3
YPL161C	BEM4
YLR412W	BER1
YIL004C	BET1
YPR176C	BET2
YKR068C	BET3
YJL031C	BET4
YML077W	BET5
YJR053W	BFA1
YOR198C	BFR1
YDR299W	BFR2
YGR282C	BGL2
Q0110	BI2
Q0115	BI3
Q0120	BI4
YHR101C	BIG1
YCL029C	BIK1
YER016W	BIM1
YGR286C	BIO2
YNR058W	BIO3
YNR057C	BIO4
YNR056C	BIO5
YJR089W	BIR1
YBR270C	BIT2
YJL058C	BIT61
YFL007W	BLM10
YER177W	BMH1
YDR099W	BMH2
YPL217C	BMS1
YJR025C	BNA1
YJR078W	BNA2
YJL060W	BNA3
YBL098W	BNA4
YLR231C	BNA5
YFR047C	BNA6
YDR428C	BNA7
YNL271C	BNI1
YNL233W	BNI4
YNL166C	BNI5
YIL159W	BNR1
YGR230W	BNS1
YBL085W	BOI1
YER114C	BOI2
YLR267W	BOP2
YNL042W	BOP3
YNL275W	BOR1
YLR078C	BOS1
YCR032W	BPH1
YDL141W	BPL1
YLL015W	BPT1
YDL074C	BRE1
YLR015W	BRE2
YDL231C	BRE4
YNR051C	BRE5
YGR246C	BRF1
YHR036W	BRL1
YBL097W	BRN1
YPL084W	BRO1
YGL007W	BRP1
YHL010C	BRP2
YPR057W	BRR1
YER172C	BRR2
YGL247W	BRR6
YOL077C	BRX1
YDL037C	BSC1
YDR275W	BSC2
YLR465C	BSC3
YNL269W	BSC4
YNR069C	BSC5
YOL137W	BSC6
YBR290W	BSD2
YPR171W	BSP1
YFL025C	BST1
YGR142W	BTN2
YPL069C	BTS1
YDR252W	BTT1
YGR188C	BUB1
YMR055C	BUB2
YOR026W	BUB3
YGL174W	BUD13
YAR014C	BUD14
YEL029C	BUD16
YNR027W	BUD17
YJL188C	BUD19
YKL092C	BUD2
YLR074C	BUD20
YOR078W	BUD21
YMR014W	BUD22
YCR047C	BUD23
YER014C-A	BUD25
YDR241W	BUD26
YFL023W	BUD27
YLR062C	BUD28
YCL014W	BUD3
YDL151C	BUD30
YCR063W	BUD31
YGR262C	BUD32
YJR092W	BUD4
YCR038C	BUD5
YLR319C	BUD6
YOR299W	BUD7
YLR353W	BUD8
YGR041W	BUD9
YDL099W	BUG1
YMR275C	BUL1
YML111W	BUL2
YLR226W	BUR2
YER159C	BUR6
YKL005C	BYE1
YHR114W	BZZ1
YML102W	CAC2
YDR423C	CAD1
YNL278W	CAF120
YGR134W	CAF130
YFL028C	CAF16
YOR276W	CAF20
YKR036C	CAF4
YNL288W	CAF40
YER048C	CAJ1
YFL029C	CAK1
YPL048W	CAM1
YEL063C	CAN1
YKL007W	CAP1
YIL034C	CAP2
YPL111W	CAR1
YLR438W	CAR2
YML042W	CAT2
YOR125C	CAT5
YMR280C	CAT8
YGR036C	CAX4
YPL178W	CBC2
YJR060W	CBF1
YGR140W	CBF2
YLR175W	CBF5
YNL161W	CBK1
YJL209W	CBP1
YHL038C	CBP2
YPL215W	CBP3
YGR174C	CBP4
YBR120C	CBP6
YIL043C	CBR1
YDL069C	CBS1
YDR197W	CBS2
YKL208W	CBT1
YER168C	CCA1
YLR220W	CCC1
YDR270W	CCC2
YKL011C	CCE1
YGR217W	CCH1
YPR025C	CCL1
YKR066C	CCP1
YAL021C	CCR4
YMR038C	CCS1
YIL142W	CCT2
YJL014W	CCT3
YDL143W	CCT4
YJR064W	CCT5
YDR188W	CCT6
YJL111W	CCT7
YJL008C	CCT8
YLR110C	CCW12
YLR390W-A	CCW14
YBR131W	CCZ1
YLR307W	CDA1
YLR308W	CDA2
YDR182W	CDC1
YCR002C	CDC10
YJR076C	CDC11
YHR107C	CDC12
YLR215C	CDC123
YDL220C	CDC13
YFR028C	CDC14
YAR019C	CDC15
YKL022C	CDC16
YAL038W	CDC19
YGL116W	CDC20
YOR074C	CDC21
YHR166C	CDC23
YAL041W	CDC24
YLR310C	CDC25
YFR036W	CDC26
YBL084C	CDC27
YBR160W	CDC28
YLR314C	CDC3
YOR257W	CDC31
YOL139C	CDC33
YDR054C	CDC34
YDL165W	CDC36
YDR168W	CDC37
YCR093W	CDC39
YFL009W	CDC4
YDR364C	CDC40
YLR229C	CDC42
YGL155W	CDC43
YLR103C	CDC45
YDL126C	CDC48
YMR001C	CDC5
YCR094W	CDC50
YDL132W	CDC53
YGL190C	CDC55
YJL194W	CDC6
YPL160W	CDC60
YDL017W	CDC7
YLR418C	CDC73
YJR057W	CDC8
YDL164C	CDC9
YLR245C	CDD1
YGL003C	CDH1
YBR029C	CDS1
YMR213W	CEF1
YGL130W	CEG1
YER061C	CEM1
YMR168C	CEP3
YPL228W	CET1
YOR112W	CEX1
YIL003W	CFD1
YDR301W	CFT1
YLR115W	CFT2
YML036W	CGI121
YGL029W	CGR1
YCL064C	CHA1
YLR098C	CHA4
YGL206C	CHC1
YER164W	CHD1
YBR274W	CHK1
YPL008W	CHL1
YDR254W	CHL4
YER026C	CHO1
YGR157W	CHO2
YNL192W	CHS1
YBR038W	CHS2
YBR023C	CHS3
YLR330W	CHS5
YJL099W	CHS6
YHR142W	CHS7
YER030W	CHZ1
YDR267C	CIA1
YHR052W	CIC1
YMR198W	CIK1
YOR349W	CIN1
YPL241C	CIN2
YMR138W	CIN4
YOR028C	CIN5
YEL061C	CIN8
YDR022C	CIS1
YJL158C	CIS3
YNR001C	CIT1
YCR005C	CIT2
YPR001W	CIT3
YIL035C	CKA1
YOR061W	CKA2
YGL019W	CKB1
YOR039W	CKB2
YLR133W	CKI1
YBR135W	CKS1
YNL298W	CLA4
YGR108W	CLB1
YPR119W	CLB2
YDL155W	CLB3
YLR210W	CLB4
YPR120C	CLB5
YGR109C	CLB6
YGR167W	CLC1
YLR117C	CLF1
YGL215W	CLG1
YMR199W	CLN1
YPL256C	CLN2
YAL040C	CLN3
YOR250C	CLP1
YMR012W	CLU1
YKL137W	CMC1
YBR109C	CMD1
YFR014C	CMK1
YOL016C	CMK2
YML057W	CMP2
YLR433C	CNA1
YKL190W	CNB1
YAL058W	CNE1
YNL225C	CNM67
YFR046C	CNN1
YBR155W	CNS1
YIL157C	COA1
YPL189C-A	COA2
Q0105	COB
YLL050C	COF1
YGL223C	COG1
YGR120C	COG2
YER157W	COG3
YPR105C	COG4
YNL051W	COG5
YNL041C	COG6
YGL005C	COG7
YML071C	COG8
YDL145C	COP1
YBR003W	COQ1
YOL008W	COQ10
YNR041C	COQ2
YOL096C	COQ3
YDR204W	COQ4
YML110C	COQ5
YGR255C	COQ6
YLR201C	COQ9
YBL045C	COR1
YNL336W	COS1
YNR075W	COS10
YBR203W	COS111
YGL263W	COS12
YBR302C	COS2
YML132W	COS3
YFL062W	COS4
YJR161C	COS5
YGR295C	COS6
YDL248W	COS7
YHL048W	COS8
YKL219W	COS9
YOR316C	COT1
Q0045	COX1
YPL172C	COX10
YPL132W	COX11
YLR038C	COX12
YGL191W	COX13
YML129C	COX14
YER141W	COX15
YJL003W	COX16
YLL009C	COX17
YGR062C	COX18
YLL018C-A	COX19
Q0250	COX2
YDR231C	COX20
YHR116W	COX23
Q0275	COX3
YGL187C	COX4
YNL052W	COX5A
YIL111W	COX5B
YHR051W	COX6
YMR256C	COX7
YLR395C	COX8
YDL067C	COX9
YKL179C	COY1
YOR303W	CPA1
YJR109C	CPA2
YGR247W	CPD1
YDR155C	CPR1
YHR057C	CPR2
YML078W	CPR3
YCR069W	CPR4
YDR304C	CPR5
YLR216C	CPR6
YJR032W	CPR7
YNR028W	CPR8
YJL172W	CPS1
YNL130C	CPT1
YOR100C	CRC1
YDL142C	CRD1
YDR223W	CRF1
YHR209W	CRG1
YGR189C	CRH1
YGR218W	CRM1
YLR429W	CRN1
YHR146W	CRP1
YLR213C	CRR1
YOR031W	CRS5
YOL063C	CRT10
YNL027W	CRZ1
YGL238W	CSE1
YNR010W	CSE2
YKL049C	CSE4
YLR087C	CSF1
YBR036C	CSG2
YBR161W	CSH1
YMR025W	CSI1
YOL007C	CSI2
YNL232W	CSL4
YCR086W	CSM1
YIL132C	CSM2
YMR048W	CSM3
YPL200W	CSM4
YJR084W	CSN12
YDR179C	CSN9
YLR380W	CSR1
YPR030W	CSR2
YBR042C	CST26
YIL036W	CST6
YLR394W	CST9
YDR256C	CTA1
YMR094W	CTF13
YMR078C	CTF18
YPL018W	CTF19
YLR381W	CTF3
YPR135W	CTF4
YHR191C	CTF8
YDR151C	CTH1
YPL181W	CTI6
YKL139W	CTK1
YJL006C	CTK2
YML112W	CTK3
YMR180C	CTL1
YHR109W	CTM1
YBR291C	CTP1
YPR124W	CTR1
YHR175W	CTR2
YLR411W	CTR3
YCR054C	CTR86
YOL145C	CTR9
YLR286C	CTS1
YDR371W	CTS2
YGR088W	CTT1
YMR264W	CUE1
YKL090W	CUE2
YGL110C	CUE3
YML101C	CUE4
YOR042W	CUE5
YGR003W	CUL3
YHR053C	CUP1-1
YHR055C	CUP1-2
YGL166W	CUP2
YEL027W	CUP5
YPL177C	CUP9
YMR240C	CUS1
YNL286W	CUS2
YDR163W	CWC15
YDL209C	CWC2
YDR482C	CWC21
YGR278W	CWC22
YGL128C	CWC23
YLR323C	CWC24
YNL245C	CWC25
YPL064C	CWC27
YGL027C	CWH41
YCR017C	CWH43
YKL096W	CWP1
YKL096W-A	CWP2
YML054C	CYB2
YNL111C	CYB5
YJR048W	CYC1
YOR037W	CYC2
YAL039C	CYC3
YEL039C	CYC7
YBR112C	CYC8
YDL117W	CYK3
YDR430C	CYM1
YJL005W	CYR1
YAL012W	CYS3
YGR155W	CYS4
YOR065W	CYT1
YKL087C	CYT2
YDR016C	DAD1
YKR083C	DAD2
YBR233W-A	DAD3
YDR320C-A	DAD4
YML070W	DAK1
YFL053W	DAK2
YIR027C	DAL1
YIR029W	DAL2
YIR032C	DAL3
YIR028W	DAL4
YJR152W	DAL5
YIR031C	DAL7
YKR034W	DAL80
YIR023W	DAL81
YNL314W	DAL82
YGR113W	DAM1
YJR150C	DAN1
YLR037C	DAN2
YBR301W	DAN3
YJR151C	DAN4
YPL170W	DAP1
YHR028C	DAP2
YJL149W	DAS1
YDR020C	DAS2
YML113W	DAT1
YGR092W	DBF2
YPR111W	DBF20
YDR052C	DBF4
YPL119C	DBP1
YDL031W	DBP10
YNL112W	DBP2
YGL078C	DBP3
YOR046C	DBP5
YNR038W	DBP6
YKR024C	DBP7
YHR169W	DBP8
YLR276C	DBP9
YKL149C	DBR1
YCL016C	DCC1
YHR144C	DCD1
YIR030C	DCG1
YOR180C	DCI1
YLR128W	DCN1
YOL149W	DCP1
YNL118C	DCP2
YLR361C	DCR2
YLR270W	DCS1
YOR173W	DCS2
YKL046C	DCW1
YPL194W	DDC1
YER143W	DDI1
YFL061W	DDI2
YNL335W	DDI3
YOR163W	DDP1
YOL052C-A	DDR2
YMR173W	DDR48
YOR204W	DED1
YHR019C	DED81
YKL054C	DEF1
YFL001W	DEG1
YBR163W	DEM1
YAL013W	DEP1
YBR201W	DER1
YIL049W	DFG10
YOR030W	DFG16
YMR238W	DFG5
YDR411C	DFM1
YOR236W	DFR1
YOR245C	DGA1
YOR311C	DGK1
YDL160C	DHH1
YKL078W	DHR2
YMR316W	DIA1
YOR080W	DIA2
YDL024C	DIA3
YHR011W	DIA4
YPR082C	DIB1
YLR348C	DIC1
YKR035W-A	DID2
YKL002W	DID4
YGR227W	DIE2
YPL049C	DIG1
YDR480W	DIG2
YPL266W	DIM1
YDR263C	DIN7
YLR129W	DIP2
YPL265W	DIP5
YOL021C	DIS3
YDR403W	DIT1
YDR402C	DIT2
YIR004W	DJP1
YDL174C	DLD1
YDL178W	DLD2
YEL071W	DLD3
YJL065C	DLS1
YMR126C	DLT1
YHR115C	DMA1
YNL116W	DMA2
YER179W	DMC1
YMR211W	DML1
YGR150C	DMR1
YHR164C	DNA2
YER166W	DNF1
YDR093W	DNF2
YMR162C	DNF3
YOR005C	DNL4
YLL001W	DNM1
YKL213C	DOA1
YDR069C	DOA4
YGL240W	DOC1
YHR044C	DOG1
YHR043C	DOG2
YNL001W	DOM34
YDR273W	DON1
YDR141C	DOP1
YDR068W	DOS2
YDR440W	DOT1
YIL010W	DOT5
YER088C	DOT6
YJL090C	DPB11
YPR175W	DPB2
YBR278W	DPB3
YDR121W	DPB4
YIL103W	DPH1
YKL191W	DPH2
YLR172C	DPH5
YDR294C	DPL1
YPR183W	DPM1
YDR284C	DPP1
YLL018C	DPS1
YKR071C	DRE2
YGR093W	DRN1
YLL008W	DRS1
YAL026C	DRS2
YGL196W	DSD1
YER124C	DSE1
YHR143W	DSE2
YOR264W	DSE3
YNR067C	DSE4
YEL070W	DSF1
YBR007C	DSF2
YMR276W	DSK2
YNL258C	DSL1
YIR010W	DSN1
YMR287C	DSS1
YPR017C	DSS4
YGL043W	DST1
YDL219W	DTD1
YBR180W	DTR1
YFR044C	DUG1
YBR281C	DUG2
YNL191W	DUG3
YDL101C	DUN1
YGL061C	DUO1
YBR208C	DUR1,2
YHL016C	DUR3
YML080W	DUS1
YLR401C	DUS3
YLR405W	DUS4
YBR252W	DUT1
YKR054C	DYN1
YDR424C	DYN2
YMR299C	DYN3
YHR068W	DYS1
YDR359C	EAF1
YPR023C	EAF3
YEL018W	EAF5
YJR082C	EAF6
YNL136W	EAF7
YKL204W	EAP1
YMR171C	EAR1
YKL172W	EBP2
YDR206W	EBS1
YLR284C	ECI1
YAL059W	ECM1
YEL030W	ECM10
YDR446W	ECM11
YHR021W-A	ECM12
YBL043W	ECM13
YHR132C	ECM14
YBL001C	ECM15
YMR128W	ECM16
YJR137C	ECM17
YDR125C	ECM18
YLR390W	ECM19
YBR065C	ECM2
YBL101C	ECM21
YLR228C	ECM22
YPL021W	ECM23
YJL201W	ECM25
YJR106W	ECM27
YHL030W	ECM29
YOR092W	ECM3
YLR436C	ECM30
YBR176W	ECM31
YER176W	ECM32
YBR078W	ECM33
YHL043W	ECM34
YIL146C	ECM37
YLR299W	ECM38
YKR076W	ECM4
YMR062C	ECM40
YMR176W	ECM5
YLR443W	ECM7
YBR076W	ECM8
YKR004C	ECM9
YFR027W	ECO1
YGL222C	EDC1
YER035W	EDC2
YEL015W	EDC3
YBL047C	EDE1
YBR033W	EDS1
YPL095C	EEB1
YAL003W	EFB1
YGR271C-A	EFG1
YMR212C	EFR3
YOR133W	EFT1
YDR385W	EFT2
YPL037C	EGD1
YHR193C	EGD2
YNL327W	EGT2
YDR036C	EHD3
YBR177C	EHT1
YDR147W	EKI1
YNL230C	ELA1
YPL046C	ELC1
YKL160W	ELF1
YOR144C	ELG1
YKL048C	ELM1
YJL196C	ELO1
YGR200C	ELP2
YPL086C	ELP3
YPL101W	ELP4
YMR312W	ELP6
YLR186W	EMG1
YDR512C	EMI1
YDR516C	EMI2
YOL071W	EMI5
YGL200C	EMP24
YLR080W	EMP46
YFL048C	EMP47
YLR083C	EMP70
YDR040C	ENA1
YDR039C	ENA2
YDR038C	ENA5
YOL158C	ENB1
YNL084C	END3
YGR254W	ENO1
YHR174W	ENO2
YBR247C	ENP1
YGR145W	ENP2
YDL161W	ENT1
YLR206W	ENT2
YJR125C	ENT3
YLL038C	ENT4
YDR153C	ENT5
YNL080C	EOS1
YFL024C	EPL1
YIL005W	EPS1
YHR123W	EPT1
YMR049C	ERB1
YDR414C	ERD1
YBL040C	ERD2
YLR246W	ERF2
YGR175C	ERG1
YPL028W	ERG10
YHR007C	ERG11
YMR208W	ERG12
YML126C	ERG13
YMR202W	ERG2
YJL167W	ERG20
YNL280C	ERG24
YGR060W	ERG25
YGL001C	ERG26
YLR100W	ERG27
YER044C	ERG28
YMR134W	ERG29
YLR056W	ERG3
YGL012W	ERG4
YMR015C	ERG5
YML008C	ERG6
YHR072W	ERG7
YMR220W	ERG8
YHR190W	ERG9
YPL096C-A	ERI1
YFR041C	ERJ5
YML130C	ERO1
YAR002C-A	ERP1
YAL007C	ERP2
YDL018C	ERP3
YOR016C	ERP4
YHR110W	ERP5
YGL002W	ERP6
YOR393W	ERR1
YPL281C	ERR2
YMR323W	ERR3
YCR075C	ERS1
YBR239C	ERT1
YGR029W	ERV1
YGL054C	ERV14
YBR210W	ERV15
YPR037C	ERV2
YML012W	ERV25
YGR284C	ERV29
YML067C	ERV41
YAL042W	ERV46
YOR244W	ESA1
YNL125C	ESBP6
YMR219W	ESC1
YDR363W	ESC2
YOL017W	ESC8
YDR365C	ESF1
YNR054C	ESF2
YGR098C	ESP1
YJR017C	ESS1
YLR233C	EST1
YLR318W	EST2
YIL009C-A	EST3
YBR026C	ETR1
YDR518W	EUG1
YLR300W	EXG1
YDR261C	EXG2
YOR033C	EXO1
YJL085W	EXO70
YBR102C	EXO84
YOR317W	FAA1
YER015W	FAA2
YIL009W	FAA3
YMR246W	FAA4
YFR019W	FAB1
YDL045C	FAD1
YIL019W	FAF1
YDR021W	FAL1
YNL023C	FAP1
YDL166C	FAP7
YJL157C	FAR1
YLR238W	FAR10
YNL127W	FAR11
YMR052W	FAR3
YFR008W	FAR7
YMR029C	FAR8
YKL182W	FAS1
YPL231W	FAS2
YBR041W	FAT1
YER183C	FAU1
YKL060C	FBA1
YLR377C	FBP1
YJL155C	FBP26
YDR339C	FCF1
YLR051C	FCF2
YMR277W	FCP1
YPR062W	FCY1
YER056C	FCY2
YER060W	FCY21
YER060W-A	FCY22
YOR388C	FDH1
YCR034W	FEN1
YCR028C	FEN2
YBR101C	FES1
YMR058W	FET3
YMR319C	FET4
YFL041W	FET5
YPR104C	FHL1
YBR040W	FIG1
YCR089W	FIG2
YNL325C	FIG4
YDR130C	FIN1
YJR093C	FIP1
YER032W	FIR1
YIL065C	FIS1
YDR534C	FIT1
YOR382W	FIT2
YOR383C	FIT3
YIL131C	FKH1
YNL068C	FKH2
YLR342W	FKS1
YMR306W	FKS3
YPL221W	FLC1
YAL053W	FLC2
YGL139W	FLC3
YLR404W	FLD1
YAR050W	FLO1
YKR102W	FLO10
YHR211W	FLO5
YER109C	FLO8
YAL063C	FLO9
R0010W	FLP1
YBR008C	FLR1
YIL134W	FLX1
YIL098C	FMC1
YDR236C	FMN1
YHR176W	FMO1
YER182W	FMP10
YDR070C	FMP16
YBR269C	FMP21
YBR047W	FMP23
YMR115W	FMP24
YLR077W	FMP25
YLR454W	FMP27
YPL103C	FMP30
YFL046W	FMP32
YJL161W	FMP33
YGL080W	FMP37
YPL222W	FMP40
YNL168C	FMP41
YMR221C	FMP42
YGR243W	FMP43
YDL222C	FMP45
YKR049C	FMP46
YGR052W	FMP48
YER038W-A	FMP49
YER004W	FMP52
YMR020W	FMS1
YBL013W	FMT1
YDR110W	FOB1
YNL256W	FOL1
YGR267C	FOL2
YMR113W	FOL3
YKR009C	FOX2
YNL135C	FPR1
YDR519W	FPR2
YML074C	FPR3
YLR449W	FPR4
YLL043W	FPS1
YLL029W	FRA1
YGL220W	FRA2
YLR214W	FRE1
YKL220C	FRE2
YOR381W	FRE3
YNR060W	FRE4
YOR384W	FRE5
YLL051C	FRE6
YOL152W	FRE7
YLR047C	FRE8
YCL026C-A	FRM2
YDR373W	FRQ1
